"FullName","Name","Parent","Depth","LastWrite","ChildDirs","ChildFiles"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femalecommander","femalecommander","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:52","0","67"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femalecommoner","femalecommoner","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:52","0","35"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femalecondescending","femalecondescending","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:52","0","37"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femalecoward","femalecoward","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:52","0","32"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femaledarkelf","femaledarkelf","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:52","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femaleelfhaughty","femaleelfhaughty","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:53","0","17"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femaleeventoned","femaleeventoned","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:54","0","88"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femalenord","femalenord","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:54","0","28"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femaleorc","femaleorc","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:54","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femaleshrill","femaleshrill","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:54","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femalesultry","femalesultry","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:54","0","42"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\femaleyoungeager","femaleyoungeager","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:55","0","94"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maleargonian","maleargonian","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:55","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malebrute","malebrute","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:55","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malechild","malechild","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:56","0","158"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malecommander","malecommander","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:56","0","11"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malecommoner","malecommoner","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:56","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malecommoneraccented","malecommoneraccented","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:56","0","23"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malecondescending","malecondescending","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:57","0","29"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malecoward","malecoward","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:57","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maledarkelf","maledarkelf","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:57","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maledrunk","maledrunk","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:57","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maleelfhaughty","maleelfhaughty","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:57","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maleeventoned","maleeventoned","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:59","0","44"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maleeventonedaccented","maleeventonedaccented","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:21:59","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malenord","malenord","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:22:01","0","78"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\malenordcommander","malenordcommander","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:22:01","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maleoldgrumpy","maleoldgrumpy","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:22:02","0","17"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maleorc","maleorc","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:22:03","0","44"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maleslycynical","maleslycynical","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:22:03","0","17"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm\maleyoungeager","maleyoungeager","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\hearthfires.esm","8","18/10/2025 3:22:05","0","65"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","skyrim.esm","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice","7","18/10/2025 3:22:09","48","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\crdragonvoice","crdragonvoice","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","6"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleargonian","femaleargonian","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femalechild","femalechild","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","30"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femalecommander","femalecommander","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femalecommoner","femalecommoner","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","6"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femalecondescending","femalecondescending","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femalecoward","femalecoward","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaledarkelf","femaledarkelf","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleelfhaughty","femaleelfhaughty","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleeventoned","femaleeventoned","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","4"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femalekhajiit","femalekhajiit","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:05","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femalenord","femalenord","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:06","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleoldkindly","femaleoldkindly","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:06","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleorc","femaleorc","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:06","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleshrill","femaleshrill","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:06","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femalesultry","femalesultry","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:06","0","11"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleuniqueastrid","femaleuniqueastrid","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:06","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleuniquekarliah","femaleuniquekarliah","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:06","0","5"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\femaleyoungeager","femaleyoungeager","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:06","0","5"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleargonian","maleargonian","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malebrute","malebrute","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malechild","malechild","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malecommander","malecommander","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malecommoneraccented","malecommoneraccented","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","4"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malecondescending","malecondescending","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malecoward","malecoward","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maledarkelf","maledarkelf","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","10"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maledrunk","maledrunk","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:07","0","5"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleelfhaughty","maleelfhaughty","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","6"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleeventoned","maleeventoned","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleeventonedaccented","maleeventonedaccented","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","5"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleguard","maleguard","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","8"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malekhajiit","malekhajiit","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malenord","malenord","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\malenordcommander","malenordcommander","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","5"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleoldgrumpy","maleoldgrumpy","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleoldkindly","maleoldkindly","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleorc","maleorc","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleslycynical","maleslycynical","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","10"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleuniquearngeir","maleuniquearngeir","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleuniquebrynjolf","maleuniquebrynjolf","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleuniquegalmar","maleuniquegalmar","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleuniquemercerfrey","maleuniquemercerfrey","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleuniquetullius","maleuniquetullius","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleuniqueulfric","maleuniqueulfric","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\maleyoungeager","maleyoungeager","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","4"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\specialmaleuniquefelldir","specialmaleuniquefelldir","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:08","0","6"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm\specialmaleuniquetsun","specialmaleuniquetsun","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\skyrim.esm","8","18/10/2025 3:22:09","0","6"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\unofficial skyrim special edition patch.esp","unofficial skyrim special edition patch.esp","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice","7","18/10/2025 3:22:10","27","0"
