"FullName","Kind","SizeBytes","LastWrite"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh01_dlc1rh01starttopi_00005e41_1.fuz","Archivo","24382","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh01_dlc1rh01starttopi_00005e41_2.fuz","Archivo","16431","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh01_dlc1rh01starttopi_00005e41_3.fuz","Archivo","39904","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh01_dlc1rh01understoo_00014ed5_1.fuz","Archivo","12197","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh02_dlc1rh02endtopic_00005e47_1.fuz","Archivo","23823","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh02_dlc1rh02endtopic_00005e47_2.fuz","Archivo","12461","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh02_dlc1rh02starttopi_00005e48_1.fuz","Archivo","18439","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh02_dlc1rh02starttopi_00005e48_2.fuz","Archivo","40271","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh03_dlc1rh03endtopic_00005e42_1.fuz","Archivo","28216","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh03_dlc1rh03startcont_00005e43_1.fuz","Archivo","27214","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh03_dlc1rh03startcont_00005e44_1.fuz","Archivo","16885","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh03_dlc1rh03startcont_00005e45_1.fuz","Archivo","18405","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh03_dlc1rh03starttopi_00005e46_1.fuz","Archivo","19688","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh04_dlc1rh04endtopic_0000694d_1.fuz","Archivo","37346","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh04_dlc1rh04endtopic_0000694d_2.fuz","Archivo","20858","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh04_dlc1rh04starttopi_00006950_1.fuz","Archivo","18906","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh04_dlc1rh04starttopi_00006950_2.fuz","Archivo","27624","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh04_dlc1rh04starttopi_00006950_3.fuz","Archivo","33724","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1rh04_dlc1rh04starttopi_00006950_4.fuz","Archivo","18016","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1vq08__00019307_1.fuz","Archivo","15700","2024-10-19 18:01:03"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1vq08__0001930c_1.fuz","Archivo","14728","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1vq08_dlc1vq08hellos_000028ae_1.fuz","Archivo","14355","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1vq08_dlc1vq08hellos_000028cb_1.fuz","Archivo","16765","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1vq08po_dlc1vq08postgun_00004216_1.fuz","Archivo","23854","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1vq08po_dlc1vq08postgun_00004216_2.fuz","Archivo","29080","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniquegunmar\dlc1vq08po_dlc1vq08postgun_00004216_3.fuz","Archivo","12838","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon","Directorio","-","2025-10-04 22:53:46"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00010dcd_1.fuz","Archivo","16913","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014f9e_1.fuz","Archivo","11540","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014f9f_1.fuz","Archivo","11527","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa0_1.fuz","Archivo","12507","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa1_1.fuz","Archivo","4868","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa2_1.fuz","Archivo","6379","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa3_1.fuz","Archivo","4774","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa4_1.fuz","Archivo","8002","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa5_1.fuz","Archivo","4774","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa6_1.fuz","Archivo","3389","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa7_1.fuz","Archivo","4732","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa8_1.fuz","Archivo","6349","2024-10-19 17:56:55"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fa9_1.fuz","Archivo","6347","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014faa_1.fuz","Archivo","6383","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fab_1.fuz","Archivo","4963","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fb3_1.fuz","Archivo","9340","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fb4_1.fuz","Archivo","25705","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fb5_1.fuz","Archivo","19672","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fb6_1.fuz","Archivo","9419","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fb7_1.fuz","Archivo","7820","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fb9_1.fuz","Archivo","6459","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fba_1.fuz","Archivo","6402","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fbb_1.fuz","Archivo","6392","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fbc_1.fuz","Archivo","3443","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fbd_1.fuz","Archivo","7835","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fbe_1.fuz","Archivo","9628","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fbf_1.fuz","Archivo","8973","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fc0_1.fuz","Archivo","6381","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00014fc1_1.fuz","Archivo","9483","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00015098_1.fuz","Archivo","13075","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__00015099_1.fuz","Archivo","32195","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__0001509a_1.fuz","Archivo","11592","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__0001509b_1.fuz","Archivo","14353","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__0001509c_1.fuz","Archivo","9795","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__0001509d_1.fuz","Archivo","9658","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__0001509f_1.fuz","Archivo","15311","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a0_1.fuz","Archivo","14124","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a1_1.fuz","Archivo","14279","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a2_1.fuz","Archivo","9515","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a3_1.fuz","Archivo","11348","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a4_1.fuz","Archivo","14987","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a5_1.fuz","Archivo","18270","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a6_1.fuz","Archivo","13687","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a7_1.fuz","Archivo","9152","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a8_1.fuz","Archivo","19390","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150a9_1.fuz","Archivo","20416","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150ac_1.fuz","Archivo","20978","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150ad_1.fuz","Archivo","12730","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog__000150c0_1.fuz","Archivo","8008","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_00010f85_1.fuz","Archivo","41440","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_00010f85_2.fuz","Archivo","51149","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_00010f85_3.fuz","Archivo","41775","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_00010f8a_1.fuz","Archivo","55710","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_00011eda_1.fuz","Archivo","40631","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_00011edb_1.fuz","Archivo","44969","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_00011edd_1.fuz","Archivo","54801","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_000142d7_1.fuz","Archivo","21850","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_000142d7_2.fuz","Archivo","27853","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_000142d8_1.fuz","Archivo","25822","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_000142d8_2.fuz","Archivo","54018","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_000142d8_3.fuz","Archivo","41650","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_000142d8_4.fuz","Archivo","33908","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_000142d9_1.fuz","Archivo","56743","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_000142d9_2.fuz","Archivo","27967","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_00019079_1.fuz","Archivo","51918","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_0001907a_1.fuz","Archivo","24727","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_0001907b_1.fuz","Archivo","53836","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_0001907b_2.fuz","Archivo","55555","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_0001a673_1.fuz","Archivo","24754","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_0001a674_1.fuz","Archivo","13753","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1dialog_dlc1dialoguevam_0001a677_1.fuz","Archivo","10174","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00010f86_1.fuz","Archivo","41697","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00010f89_1.fuz","Archivo","45267","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019073_1.fuz","Archivo","41444","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019073_2.fuz","Archivo","40931","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019074_1.fuz","Archivo","34637","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019074_2.fuz","Archivo","53957","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019074_3.fuz","Archivo","63654","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019075_2.fuz","Archivo","46552","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019075_3.fuz","Archivo","25253","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019076_1.fuz","Archivo","18211","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019076_2.fuz","Archivo","32407","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019096_1.fuz","Archivo","61256","2024-10-19 17:56:56"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dawnguard.esm\dlc1maleuniqueharkon\dlc1vampir_dlc1vampiretuto_00019096_2.fuz","Archivo","56208","2024-10-19 17:56:56"
